# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 14:20:48 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radestr > 4
# CONSTRAINT:  and ttv_flag = 0
# CONSTRAINT:  and pl_trandepstr > 0.5
# CONSTRAINT:  and pl_trandurstr < 4
# CONSTRAINT:  and sy_vmagstr < 12.9)
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tsystemref:  Time Reference Frame and Standard
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN elat:           Ecliptic Latitude [deg]
# COLUMN elon:           Ecliptic Longitude [deg]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_rade,pl_radj,pl_orbeccen,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_refname,st_teff,st_rad,st_logg,sy_refname,glat,glon,elat,elon,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate
KELT-16 b,20h57m04.45s,314.2685227,+31d39m39.67s,31.6610186,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,0.96899271754,17.13312582,1.52851774,,,2459445.89285300,BJD,0,,1.35329710,2.5496309,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6430.00,1.413980,4.251130,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-8.94230,75.59227,46.38782,329.46431,12.2810000,11.7170000,10.9280000,10.6920000,10.6420000,,,,,,10.5940000,10.5950000,10.4830000,9.1040000,11.7959000,,11.4373000,,2023-03-28,2017-07,2023-03-28
WASP-2 b,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.15216301909,11.99944272,1.07052042,,,2459770.23139500,BJD,0,,1.69866330,1.7531966,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5147.00,0.854670,4.513490,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-18.71284,50.77372,24.54329,311.94179,12.6920000,11.7280000,10.1660000,9.7520000,9.6320000,,,,,,9.5820000,9.6370000,9.5460000,8.7270000,11.5638000,,10.9984000,,2022-10-03,2017-07,2022-10-03
WASP-2 b,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,0,<a refstr=TRIAUD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T/abstract target=ref>Triaud et al. 2010</a>,2.15222540000,12.07209300,1.07700000,0.070000,84.73000,2453991.51428000,BJD,0,0.737000,1.80200000,1.7692800,8.012800,0.13420000,<a refstr=TRIAUD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T/abstract target=ref>Triaud et al. 2010</a>,5150.00,0.825000,4.400000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-18.71284,50.77372,24.54329,311.94179,12.6920000,11.7280000,10.1660000,9.7520000,9.6320000,,,,,,9.5820000,9.6370000,9.5460000,8.7270000,11.5638000,,10.9984000,,2019-12-02,2010-12,2016-09-08
WASP-2 b,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,0,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,2.15226000000,12.52000000,1.11700000,,84.80000,,,0,0.725000,1.71300000,1.7990000,8.010000,0.13320000,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,5200.00,0.843000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-18.71284,50.77372,24.54329,311.94179,12.6920000,11.7280000,10.1660000,9.7520000,9.6320000,,,,,,9.5820000,9.6370000,9.5460000,8.7270000,11.5638000,,10.9984000,,2019-09-23,2009-05,2014-10-29
WASP-2 b,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.15217500000,12.11692900,1.08100000,,84.49000,2458339.00342000,BJD-TDB,0,0.749000,1.64600000,1.7882400,7.810000,0.12831000,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,5180.00,0.866000,4.514000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-18.71284,50.77372,24.54329,311.94179,12.6920000,11.7280000,10.1660000,9.7520000,9.6320000,,,,,,9.5820000,9.6370000,9.5460000,8.7270000,11.5638000,,10.9984000,,2019-09-23,2019-11,2019-09-26
WASP-55 b,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.46563061556,14.59267171,1.30187321,,,2458573.61465400,BJD,0,,1.73611064,3.4927618,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6070.00,1.090360,4.420100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.13309,317.48266,-7.07163,208.40593,12.6870000,11.7530000,10.7750000,10.4430000,10.3960000,,,,,,10.3230000,10.3430000,10.3810000,8.6410000,11.7747000,,11.3473000,11.738,2026-01-29,2017-07,2022-08-08
WASP-55 b,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,4.46563300000,14.57200000,1.30000000,0.200000,89.20000,2455737.93960000,HJD-UTC,0,,1.58000000,3.5280000,,,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,5960.00,1.060000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.13309,317.48266,-7.07163,208.40593,12.6870000,11.7530000,10.7750000,10.4430000,10.3960000,,,,,,10.3230000,10.3430000,10.3810000,8.6410000,11.7747000,,11.3473000,11.738,2018-04-25,2012-10,2014-05-14
WASP-55 b,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.46562430000,14.73000000,1.31400000,,,2457220.52945000,BJD,0,,1.83550000,3.5332800,10.510000,0.12595000,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,1.072000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.13309,317.48266,-7.07163,208.40593,12.6870000,11.7530000,10.7750000,10.4430000,10.3960000,,,,,,10.3230000,10.3430000,10.3810000,8.6410000,11.7747000,,11.3473000,11.738,2019-09-05,2019-09,2019-09-05
HAT-P-26 b,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.23421531199,7.09629938,0.63309052,,,2459666.19017100,BJD,0,,0.61374070,2.5166257,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5061.90,0.859778,4.496670,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.87255,346.51303,16.37718,209.49168,12.3260000,11.7570000,10.0800000,9.6850000,9.5810000,,,,,,9.5360000,9.6010000,9.5390000,8.9830000,11.4641000,,10.9016000,,2022-08-09,2017-07,2022-08-09
HAT-P-26 b,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,4.23451600000,6.33300000,0.56500000,0.124000,88.60000,2455304.65122000,BJD-UTC,0,0.303000,0.54300000,2.4552000,13.060000,0.07370000,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..138H/abstract target=ref>Hartman et al. 2011</a>,5079.00,0.788000,4.560000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.87255,346.51303,16.37718,209.49168,12.3260000,11.7570000,10.0800000,9.6850000,9.5810000,,,,,,9.5360000,9.6010000,9.5390000,8.9830000,11.4641000,,10.9016000,,2018-04-25,2011-02,2014-05-14
HAT-P-24 b,07h15m18.03s,108.8251171,+14d15m45.38s,14.2626064,0,<a refstr=KJURKCHIEVA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016BlgAJ..24..101K/abstract target=ref>Kjurkchieva et al. 2016</a>,3.35524640000,14.75104400,1.31600000,,90.00000,2455216.97669000,BJD,0,,1.08600000,3.6720000,7.670000,0.10000000,<a refstr=KJURKCHIEVA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016BlgAJ..24..101K/abstract target=ref>Kjurkchieva et al. 2016</a>,6373.00,1.322000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.65314,202.73799,-7.98172,108.40488,12.2080000,11.7620000,10.7970000,10.5890000,10.5430000,14.3150000,11.9990000,11.6961000,11.6210000,12.6475000,10.5000000,10.5130000,10.6500000,8.7360000,11.6396000,,11.3072000,,2018-04-25,2016-01,2016-01-14
HAT-P-24 b,07h15m18.03s,108.8251171,+14d15m45.38s,14.2626064,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.35524440733,15.49718740,1.38256884,,,2458491.69571700,BJD,0,,1.11999266,3.7362246,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6373.00,1.418860,4.272830,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.65314,202.73799,-7.98172,108.40488,12.2080000,11.7620000,10.7970000,10.5890000,10.5430000,14.3150000,11.9990000,11.6961000,11.6210000,12.6475000,10.5000000,10.5130000,10.6500000,8.7360000,11.6396000,,11.3072000,,2024-12-10,2017-07,2024-12-10
HAT-P-24 b,07h15m18.03s,108.8251171,+14d15m45.38s,14.2626064,0,<a refstr=KIPPING_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3389K/abstract target=ref> Kipping et al. 2010 </a>,3.35524000000,13.92200000,1.24200000,0.067000,88.60000,2455216.97667000,BJD-UTC,0,0.189000,0.94100000,3.6936000,7.580000,0.09700000,<a refstr=KIPPING_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3389K/abstract target=ref> Kipping et al. 2010 </a>,6373.00,1.317000,4.270000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.65314,202.73799,-7.98172,108.40488,12.2080000,11.7620000,10.7970000,10.5890000,10.5430000,14.3150000,11.9990000,11.6961000,11.6210000,12.6475000,10.5000000,10.5130000,10.6500000,8.7360000,11.6396000,,11.3072000,,2018-04-25,2010-12,2014-05-14
WASP-104 b,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,1,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,1.75541370000,12.74500000,1.13700000,0.000000,83.63000,2456406.11126000,HJD-UTC,0,0.724000,1.47400000,1.7620800,6.520000,,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,5475.00,0.963000,4.503000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,53.63984,239.72025,-0.70333,159.28515,12.6170000,11.7790000,10.3600000,9.9790000,9.8820000,15.6400000,14.6850000,14.5811000,13.4129000,13.2183000,9.8410000,9.9070000,9.8180000,8.6810000,11.5931000,,11.0658000,11.567,2014-09-25,2014-10,2014-09-25
WASP-104 b,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.75542853530,12.62298499,1.12614923,,,2459576.37384800,BJD,0,,1.47165923,1.7729986,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5306.00,0.965222,4.430000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,53.63984,239.72025,-0.70333,159.28515,12.6170000,11.7790000,10.3600000,9.9790000,9.8820000,15.6400000,14.6850000,14.5811000,13.4129000,13.2183000,9.8410000,9.9070000,9.8180000,8.6810000,11.5931000,,11.0658000,11.567,2022-08-09,2017-07,2022-08-09
TOI-3135 b,13h51m26.21s,207.8592276,-69d46m21.23s,-69.7725635,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.70656030000,12.97580000,1.15762533,,,2459357.94509300,BJD,0,,1.50100000,1.9800000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5632.00,1.030000,4.410000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-7.50632,308.11038,-52.80955,239.61871,12.5470000,11.7900000,10.4430000,10.0520000,10.0090000,,,,,,9.9590000,9.9910000,10.0060000,9.0720000,11.5801000,,11.0994000,,2024-08-30,2017-07,2024-08-30
TOI-3135 b,13h51m26.21s,207.8592276,-69d46m21.23s,-69.7725635,1,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.70655850000,13.65253849,1.21800000,0.240000,85.69000,2459595.16441000,BJD-TDB,0,0.779600,1.61600000,2.2300000,10.380000,,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,5890.00,0.985000,4.469000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-7.50632,308.11038,-52.80955,239.61871,12.5470000,11.7900000,10.4430000,10.0520000,10.0090000,,,,,,9.9590000,9.9910000,10.0060000,9.0720000,11.5801000,,11.0994000,,2025-07-29,2025-07,2025-07-29
WASP-138 b,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.63444470000,14.25000000,1.27130204,,,2459169.27924800,BJD,0,,0.92300000,3.8710000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6272.00,1.420000,4.257710,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-51.60268,173.74660,-15.76671,39.05163,12.3210000,11.7960000,10.7820000,10.5400000,10.4940000,,,,,,10.4640000,10.4860000,10.5710000,8.7170000,11.6873000,,11.3161000,,2022-08-08,2017-07,2022-08-08
WASP-138 b,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,1,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,3.63443300000,12.21781000,1.09000000,,88.50000,2457326.62183000,BJD,0,0.190000,0.68300000,3.7728000,,,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,6272.00,1.360000,4.250000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-51.60268,173.74660,-15.76671,39.05163,12.3210000,11.7960000,10.7820000,10.5400000,10.4940000,,,,,,10.4640000,10.4860000,10.5710000,8.7170000,11.6873000,,11.3161000,,2016-11-30,2017-03,2016-12-01
WASP-45 b,00h20m57.06s,5.2377567,-35d59m54.47s,-35.9984650,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,3.12608760000,13.00200000,1.16000000,0.000000,84.47000,2455441.26925000,HJD-UTC,0,,1.49500000,1.7904000,,,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,5140.00,0.945000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-79.01555,337.20575,-34.65549,348.35107,13.3340000,11.8010000,10.7530000,10.3650000,10.2940000,,,,,,10.2070000,10.2750000,10.1830000,8.9540010,12.0487000,,11.5005000,,2019-09-20,2012-05,2014-05-14
WASP-45 b,00h20m57.06s,5.2377567,-35d59m54.47s,-35.9984650,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.12607509586,10.80996251,0.96440192,,,2458354.77371000,BJD,0,,1.11582765,1.7204574,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5100.00,0.874706,4.465100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-79.01555,337.20575,-34.65549,348.35107,13.3340000,11.8010000,10.7530000,10.3650000,10.2940000,,,,,,10.2070000,10.2750000,10.1830000,8.9540010,12.0487000,,11.5005000,,2026-02-05,2017-07,2022-08-08
WASP-45 b,00h20m57.06s,5.2377567,-35d59m54.47s,-35.9984650,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,3.12608900000,10.60371400,0.94600000,,85.02000,2458339.14303900,BJD-TDB,0,0.866000,1.29000000,1.6824000,9.970000,0.11370000,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,5150.00,0.855000,4.503000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-79.01555,337.20575,-34.65549,348.35107,13.3340000,11.8010000,10.7530000,10.3650000,10.2940000,,,,,,10.2070000,10.2750000,10.1830000,8.9540010,12.0487000,,11.5005000,,2019-09-20,2019-11,2019-09-26
WASP-174 b,13h03m10.56s,195.7940145,-41d23m05.50s,-41.3848617,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.23370780000,19.62220000,1.75057844,,,2459328.76121600,BJD,0,,0.76900000,2.0080000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6333.70,1.460000,4.210000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21.43298,305.29688,-31.69038,211.95083,12.2990000,11.8030000,10.8450000,10.5990000,10.5790000,,,,,,10.5300000,10.5610000,10.5100000,8.9640000,11.6826000,,11.3287000,,2023-02-08,2017-07,2023-02-08
WASP-174 b,13h03m10.56s,195.7940145,-41d23m05.50s,-41.3848617,0,<a refstr=TEMPLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T/abstract target=ref>Temple et al. 2018</a>,4.23370000000,14.57170000,1.30000000,,84.20000,2457465.93360000,BJD-TDB,0,0.940000,0.86000000,2.0400000,,,<a refstr=TEMPLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T/abstract target=ref>Temple et al. 2018</a>,6400.00,1.310000,4.320000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21.43298,305.29688,-31.69038,211.95083,12.2990000,11.8030000,10.8450000,10.5990000,10.5790000,,,,,,10.5300000,10.5610000,10.5100000,8.9640000,11.6826000,,11.3287000,,2018-08-21,2018-11,2018-08-23
TOI-1248 b,17h16m05.66s,259.0235918,+63d06m20.19s,63.1056072,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.36015363069,6.95642576,0.62061181,,,2458687.12150000,BJD,0,,0.55922909,2.3408909,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5227.00,0.874131,4.504790,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,34.70539,92.71278,84.20559,211.44488,12.6650000,11.8060000,10.3650000,9.9390000,9.8700000,15.3290000,12.6700000,11.6584000,11.4431000,13.3508000,9.8540000,9.9130000,9.8230000,9.8070000,11.6512000,,11.1153000,,2025-04-21,2017-07,2025-04-21
TOI-2382 b,23h45m30.04s,356.3751852,-16d06m50.85s,-16.1141240,1,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,4.66120610000,12.25141591,1.09300000,0.180000,84.11000,2459215.45850000,BJD-TDB,0,0.918000,0.62800000,2.2700000,8.950000,,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,6033.00,1.417000,4.235000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-71.16224,65.33875,-13.32581,350.16603,12.7420000,11.8140000,10.8850000,10.6280000,10.5780000,,,,,,10.5150000,10.5810000,10.4880000,8.4920000,11.8534000,,11.4408000,,2025-07-29,2025-07,2025-07-29
TOI-2382 b,23h45m30.04s,356.3751852,-16d06m50.85s,-16.1141240,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.66120249661,12.77097465,1.13935201,,,2459089.60681300,BJD,0,,0.51356657,2.1408549,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5884.50,1.523730,4.300000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-71.16224,65.33875,-13.32581,350.16603,12.7420000,11.8140000,10.8850000,10.6280000,10.5780000,,,,,,10.5150000,10.5810000,10.4880000,8.4920000,11.8534000,,11.4408000,,2024-05-08,2017-07,2024-05-08
